,Acalypha.rhomboidea,Acer.saccharum,Adiantum.pedatum,Ageratina.altissima,Agrimonia.gryposepala,Agrostis.perennans,Agrostis.scabra,Alisma.subcordatum,Alliaria.petiolata,Ambrosia.artemisiifolia,Ambrosia.trifida,Amphicarpaea.bracteata,Anemone.canadensis,Apios.americana,Arctium.lappa,Arisaema.triphyllum,Asarum.canadense,Athyrium.filix.femina,Bidens.connata,Bidens.frondosa,Boehmeria.cylindrica,Brassica.nigra,Bromus.ciliatus,Calystegia.sepium,Caulophyllum.thalictroides,Chamaesyce.maculata,Chelone.glabra,Cicuta.maculata,Cinna.arundinacea,Circaea.lutetiana,Clematis.virginiana,Cryptotaenia.canadensis,Cynodon.dactylon,Cyperus.compressus,Cyperus.strigosus,Dactylis.glomerata,Daucus.carota,Decodon.verticillatus,Dichanthelium.clandestinum,Digitaria.cognata,Digitaria.sanguinalis,Dryopteris.carthusiana,Echinocystis.lobata,Eleocharis.intermedia,Elymus.canadensis,Elymus.virginicus,Epilobium.hirsutum,Eupatorium.purpureum,Fallopia.japonica,Fragaria.vesca,Galium.aparine,Galium.asprellum,Galium.boreale,Galium.palustre,Galium.triflorum,Geranium.maculatum,Geum.laciniatum,Glechoma.hederacea,Glyceria.borealis,Helianthus.giganteus,Helianthus.strumosus,Heliopsis.helianthoides,Hemerocallis.fulva,Hieracium.paniculatum,Hypericum.mutilum,Impatiens.capensis,Impatiens.pallida,Laportea.canadensis,Leersia.oryzoides,Lobelia.cardinalis,Ludwigia.palustris,Lycopus.uniflorus,Lysimachia.ciliata,Lysimachia.nummularia,Lysimachia.vulgaris,Lythrum.salicaria,Maianthemum.canadense,Maianthemum.racemosum,Marrubium.vulgare,Matteuccia.struthiopteris,Menispermum.canadense,Mimulus.ringens,Mitchella.repens,Mollugo.verticillata,Muhlenbergia.mexicana,Muhlenbergia.schreberi,Myosotis.laxa,Myosoton.aquaticum,Oenothera.biennis,Onoclea.sensibilis,Oxalis.stricta,Panicum.capillare,Panicum.dichotomiflorum,Parthenocissus.quinquefolia,Pastinaca.sativa,Peltandra.virginica,Penthorum.sedoides,Petasites.frigidus,Phytolacca.americana,Pilea.pumila,Plantago.major,Polygonum.hydropiper,Polygonum.hydropiperoides,Polygonum.lapathifolium,Polygonum.persicaria,Polygonum.sagittatum,Polygonum.virginianum,Prunella.vulgaris,Ranunculus.recurvatus,Rhamnus.cathartica,Rubus.allegheniensis,Rubus.hispidus,Rubus.occidentalis,Rubus.odoratus,Rumex.obtusifolius,Scutellaria.lateriflora,Solanum.dulcamara,Solidago.altissima,Solidago.canadensis,Solidago.flexicaulis,Solidago.gigantea,Thalictrum.pubescens,Thelypteris.noveboracensis,Thelypteris.palustris,Toxicodendron.radicans,Trifolium.pratense,Trifolium.repens,Urtica.dioica,Veronica.americana,Vitis.riparia,Xanthium.strumarium
Matteuccia.struthiopteris,NA,118907.7668,638.7135559,NA,168279.5421,650.8252453,279.8035411,676.4572565,109791.3857,114586.2774,110142.0039,NA,15.13842118,672.1852546,63032.61668,168100.977,680.6438183,56345.30829,134547.8484,101358.9457,647.4076438,117418.0425,137438.2149,111690.9261,472.0519433,6.754628043,NA,14.19858077,638.86364,128608.5246,552.5692022,NA,114089.4347,672.1852546,653.3884464,94444.07195,92270.69239,433.0567165,663.6412509,13.51506047,129606.2353,80558.82728,291.333908,NA,168091.0734,1594.075666,119444.9279,11.72081968,64634.35182,107449.2993,124080.8718,630.3196363,114331.488,110286.2325,7.947218028,477.7697361,654.2428468,105817.8481,638.86364,NA,NA,664.9600883,302.5274695,NA,658.5148486,100050.5533,168310.1227,9.413938674,551.553647,946.7890078,136728.6287,NA,13.85682062,129662.4287,106622.7376,94177.92639,110275.7029,237993.6391,136228.5877,0,NA,168111.7195,12.74610013,5.483696951,655.0972471,653.3884464,129686.502,134566.465,101671.7713,114303.1098,119130.9709,97191.83148,326.2740149,183960.5289,94983.22902,467.4731128,184163.8102,380.7837248,375.6782044,NA,90281.3725,109067.1648,NA,112252.0379,105380.0932,114454.7132,NA,109815.3192,NA,98831.05678,454.6840924,350.7174517,448.1889121,289.8501045,60027.20876,205899.5328,94351.95126,2.449281102,97260.43457,655.0972471,123012.5105,NA,655.5604941,106375.6527,461.6477955,92150.12914,94621.87633,113496.0515,673.8940554,145796.5102,121171.4577
Menispermum.canadense,581.3340148,6301.501802,NA,585.9477769,533506.6897,22783423.19,8543416.772,7048215.775,566.2324882,553.2242425,488.8366303,333.3300661,564.4453674,NA,484.9661966,234572.2907,511.3016641,NA,184551.8907,64736.28799,554774.2957,576.2767783,503540.2627,346.9253884,1109.737926,586.7167372,583.0428156,570.1200099,583.0143356,568.5987026,272841.7236,568.3186491,842064.5541,584.2389761,584.1748961,40431.20973,577.8474041,581.0776947,2989813.996,582.6156154,582.8890235,NA,1441.458872,585.9477769,87992.5508,106250.1441,586.3200513,583.4700158,569.6287297,519.8723105,185225.7767,4271414.558,412811.4584,579.2912212,580.8213746,535.4527147,3417014.183,581.8588608,584.4952962,559.7176854,542.2879177,82332.41953,348.937113,584.5807363,NA,996253.2792,5980215.307,568.2332091,529.6214322,24120754.6,586.9730573,585.4564966,576.6348128,584.9224964,584.9652164,584.2430447,509.0273317,338.3211883,580.1463983,NA,0,576.4212127,557.2399243,586.7338252,1281016.084,6407415.494,585.7555368,585.5904822,533804.7084,NA,585.4009606,571.2805704,669266.0989,17045.58176,557.4718329,NA,76895448.19,575.5027323,61404.8044,577.5176932,717748.6957,97330.08667,177531.653,510.4238096,136012.8607,118097.783,541.9176776,126273.4623,581.9320951,382.6517517,319219.9939,562.5585666,571870.3516,841857.6745,574.4261878,584.4952962,300.2722664,586.5629451,1708214.121,1993016.008,853813.9876,573.0463312,11320217.65,NA,445.0400671,46881.80818,113730.1265,586.0972969,640213.3933,30890.93098,960.7219571
Mimulus.ringens,4.912802154,2070.6204,2443.316545,9.526564176,238849.5715,22783999.61,3488071.188,7048792.196,21563.96697,11655.33755,19213.94274,243.0911466,184.0988236,NA,111428.4042,105164.2512,65.11954855,334079.9071,92673.37188,26855.35481,555350.7169,30040.39566,205806.464,20604.69943,1101.116411,10.29552451,6.621602903,183.2935553,6.593122893,89650.85543,273418.1448,8.102563549,376843.3547,7.817763427,7.753683399,11867.59236,815.4339714,179.1614151,2990390.417,182.8085517,1634.4347,78886.57107,2017.880085,9.526564176,33475.94607,47775.61766,5790.525687,181.5557799,104486.2281,5092.607725,56027.69387,4271990.979,184879.6599,704.8748714,178.8460776,182.1742017,3417590.605,5723.391698,8.074083539,16.70352732,34.13329496,58652.47673,227.4840997,8.159523577,NA,376766.4141,2674692.048,179.9493055,474.1694572,10787387.18,1822.694767,9.035283961,149.4174168,1711.293093,12334.62613,880.3879504,248.1330409,1143.855453,2350.545674,168111.7195,576.4212127,0,182.7164342,177.2271216,1281592.505,6407991.915,1214.140977,4459.761442,154360.4077,973.3492743,314.4217007,735.3736538,669842.5202,10222.09804,63702.73648,251.1082701,24316658.08,1168.265655,43836.98209,1.096480478,207438.2749,40017.69044,178108.0742,11141.92477,51661.35309,48457.61245,34.50353512,36631.99561,5.510882416,1953.446073,226130.2833,724.2598128,404781.0354,595690.8871,56561.54641,255.0357332,4211.396719,10.14173245,569597.4605,1993592.43,382103.2871,3.374881479,8005010.447,53801.86367,1652.424001,13720.84075,34474.67451,17357.51009,640789.8145,14113.97739,12865.23036
Mitchella.repens,24.09409056,3890.661985,NA,28.70785258,534063.9296,22783980.43,6041501.962,7048773.015,7051.724323,51.55203633,51.716614,223.9098582,8543.936238,NA,72.27372768,117852.0528,45.93826014,NA,185109.1306,38085.59609,555331.5356,19.03685406,252059.7,5426.747625,8585.395726,29.47681292,25.80289131,2563.135678,25.7744113,1003.335843,273398.9635,11.07872486,421337.0318,26.99905184,26.93497181,20747.76546,5414.128406,1281.573004,2990371.236,17.95155982,18.15113622,8.749059835,1998.698796,28.70785258,62614.4478,106807.384,23.72724669,4699.126702,5425.404943,10680.40854,92891.66706,4271971.798,206684.7944,22.05129694,4556.694271,11107.1143,3417571.423,6492.14406,27.25537195,2.477761086,14.95200655,82889.65945,208.3028113,27.34081199,NA,498446.4504,2990394.085,5980.701065,102.4893346,24121311.84,29.73313303,28.21657237,4271.939952,6237.037819,5421.185319,5419.022795,6194.339932,218.918736,22.90647404,12.74610013,557.2399243,182.7164342,0,21.47827614,1281573.324,6407972.734,28.5156125,28.35055788,377850.9606,3.605569581,28.16103634,10.08782711,669823.3389,17602.82169,0.231908672,7892.465663,76896005.43,4698.187667,61962.04432,20.27776889,359183.7101,69216.79267,178088.8929,59.79414588,96569.64426,83901.77143,15.32224671,63454.65479,24.69217082,2515.265042,160016.9704,2071.307719,286267.669,421233.6663,5406.257594,27.25537195,2220.692831,29.32302085,854408.1349,1993573.248,427202.9149,15.80640693,11320774.89,NA,112.1998572,24078.17862,66205.93061,5380.774946,640770.6332,17320.1628,5495.517828
Mollugo.verticillata,5.399810367,4870.755993,NA,0.786048345,377661.0822,22784009.92,6041522.818,7048802.509,114.5020192,52.04518149,63.19640278,253.4037591,17.17540465,NA,75.35257206,166282.5764,75.43216107,NA,185138.6245,37714.40247,555361.0295,118.242507,356471.6178,169.6632312,1212.124573,0.017088007,3.691009618,53.88177818,3.719489628,22.8729436,273428.4574,18.41517607,595844.4498,2.494849094,2.558929122,23681.90015,76.88133269,4.496143459,2990400.73,6.382102005,6.460193496,1.486656652,2028.192697,0.786048345,51141.51517,106836.8779,59.8660231,4.977657682,12.10252023,57.65430493,107278.903,4272001.292,292316.6771,7.442603989,4.529128398,36.36756173,3417600.917,31.79214972,2.238528981,27.01613984,44.44590748,58632.7136,237.7967122,2.153088944,NA,704872.3331,4229065.68,13.37384755,103.665895,24121341.34,0.239232105,1.27732856,9.276293764,3.392647344,80.77276128,29.90181036,55.03806499,248.4126369,59.54044767,5.483696951,586.7338252,177.2271216,21.47827614,0,1281602.817,6408002.228,0.978288429,1.143343048,308531.0457,3.656833603,1.332864584,11.42850458,669852.8328,12467.93907,41.73885594,0.6835203,76896034.92,7.957524511,43834.63787,9.216132043,414731.1646,69237.64776,178118.3868,70.043058,96590.49979,83922.62665,44.81614764,73242.81007,4.801730105,165.6516158,226137.5058,17.1692975,404788.2871,595698.1539,57.92535808,2.238528981,226.1286215,0.170880075,986576.6354,1993602.742,604152.544,13.687494,11320804.38,NA,141.6937581,27406.46075,66001.11135,48.10467201,640800.1271,18173.64273,907.3046675
Muhlenbergia.mexicana,1281597.418,520400.0873,69.72137405,1281602.031,305169.4329,8778320.941,2964862.666,2354449.415,906215.5465,906206.3482,906160.8193,1281349.414,1281580.529,99.0008207,906158.0825,427208.9191,906176.7046,98.76805094,447629.664,496544.1589,296486.9703,906222.7012,317403.2386,906060.4729,522519.5813,1281602.8,1281599.126,1281586.204,523210.6444,906217.2197,411585.4642,1281584.402,179201.3103,523211.1902,523211.1154,506466.7482,906223.7944,523209.8605,697613.8306,1281598.699,906227.3245,232.3114618,904795.8942,1281602.031,487049.8189,479596.1938,906229.7504,1281599.554,906217.9479,906182.765,447354.5302,1220825.066,354443.063,906224.7925,1281596.905,906193.7819,872017.5763,906226.6099,523211.2472,1281575.801,1281558.372,489360.5743,906061.8954,1281600.664,99.76089414,116254.4695,1918440.054,1281584.317,523188.8442,9324284.205,523212.2602,1281601.54,1281592.718,906228.7623,906228.802,906228.3105,906175.0972,1281354.405,906225.3851,655.0972471,1281016.084,1281592.505,1281573.324,1281602.817,0,2092843.796,906229.3514,906229.2347,305047.8455,489.5714146,906229.1032,906219.1347,249745.8875,516013.803,906209.3517,68.50804697,30869462.64,739927.2561,497904.2225,1281593.601,229952.953,483237.8936,493493.2534,906176.1028,467445.6381,474759.5048,1281558.001,471421.7333,1281598.016,906085.7353,392651.6124,523202.2961,289507.5393,179285.6773,906221.3495,1281600.579,906027.5005,1281602.647,174403.0877,290672.7681,174404.5289,1281589.13,4098486.876,20.93280918,906129.865,503833.2261,476542.5146,906229.723,261606.6034,510361.4937,905135.8266
Muhlenbergia.schreberi,6407996.828,2420933.764,84537.01479,6408001.442,2221104.701,6685477.146,872018.8721,254284.4224,4531127.333,4531118.134,4531072.606,6407748.824,6407979.94,72851.96978,4531069.869,2333950.87,4531088.491,87327.50047,2540473.432,2589387.944,2389330.764,4531134.445,2410246.978,4530972.259,2422160.982,6408002.211,6407998.537,6407985.614,2422318.088,4531129.006,2320088.368,6407983.813,2111555.776,2422801.04,2423145.842,2599310.467,4531135.553,2423426.12,1395229.971,6407998.11,4531139.111,230.6026611,4529707.68,6408001.442,2579893.614,2572439.983,4531141.537,6407998.964,4531129.734,4531094.551,2540198.317,872018.7319,2447286.851,4531136.569,6407996.316,4531105.568,1220826.225,4531138.385,2423143.478,6407975.212,6407957.782,2582204.355,4530973.682,6408000.075,74421.60255,2209097.752,174403.789,6407983.727,2422288.498,6695337.501,2422844.217,6408000.951,6407992.129,4531140.549,4531140.581,4531140.074,4531086.883,6407753.815,4531137.171,653.3884464,6407415.494,6407991.915,6407972.734,6408002.228,2092843.796,0,4531141.138,4531141.021,2397891.572,487.8626139,4531140.887,4531130.906,2342589.681,2415912.375,4531121.138,42833.59877,28776618.85,3699655.33,2590748.016,6407993.012,2150885.177,2576081.599,2786088.754,4531087.874,2560289.409,2567603.221,6407957.412,2564265.503,6407997.426,4530997.521,2302452.217,2423294.57,2207016.931,2105295.144,4531133.128,6407999.989,4530939.274,6408002.057,1777285.937,1670443.883,2267248.322,6407988.541,1857993.765,22.64160993,4531041.64,2596677.007,2569386.295,4531141.405,2180691.679,2411676.555,4530047.613
Myosotis.laxa,4.421521938,2412.414242,246.3310368,0.192240084,218045.0162,16110727.23,3488074.43,4984255.362,121243.8871,36843.89464,11980.7302,252.4254707,21.31016934,6.886467019,67083.20483,105170.9704,52.65857309,5017475.435,55893.23112,50120.07318,392698.8588,19426.39537,190544.819,14044.07145,1104.864609,13.96333182,2.712721189,15.63552685,28.4974035,54164.08015,193342.4453,17.43688764,249830.062,4.98615003,18.19517866,191396.6527,69651.84496,47.27598563,2114531.943,3.139921376,205823.4207,51850.10588,737.2705071,0.192240084,33497.98687,43631.53777,1038870.732,2.285521002,64725.14934,17216.31343,45417.51049,3020760.391,110488.797,552.6798911,4.934162163,35.65394042,2416608.092,101763.5791,28.44536899,26.03785141,43.46761905,47873.46284,97.42977389,1.174800515,20.55687301,300561.4231,2441653.37,17.52232768,471.0828107,9847495.989,47693.57889,0.299040131,6.45045759,20303.75598,52633.61934,677640.6775,1133.63181,1067.901997,465.4643351,129686.502,585.7555368,1214.140977,28.5156125,0.978288429,906229.3514,4531141.138,0,1782880.318,363908.6179,824.746037,184908.1746,623.8029321,273465.8748,7266.837777,165766.4897,17.99367189,31392674.45,117.1039111,25309.62744,8.237843614,267373.8872,49549.94603,178117.4085,27925.48967,46128.08967,44898.71888,43.83785921,33519.77036,3.823441676,730.2568789,226136.8155,386.6386603,404787.5966,297848.7313,57325.24329,1662.291186,39470.69508,0.807408354,414795.4981,1409689.326,2065894.477,12.70920557,6536068.896,30331.86777,217.0618397,11878.65999,46499.20987,24867.25249,453113.4235,12881.95338,11558.62539
Myosoton.aquaticum,4.256467319,4407.461071,228.5650232,0.357294704,218070.9026,16110727.11,3820994.022,4984255.245,1473624.974,1743880.051,1782573.802,252.2604161,21.14511472,5.6960025,1748215.882,105230.6778,52.56643524,3149439.726,1781690.376,1726896.659,392698.7421,1572838.405,190570.6717,1579811.524,1111.568004,7.25878032,2.54766657,15.47047223,27.64969237,1780790.813,193342.3282,17.27183302,1705927.115,4.139505591,17.34793449,1545316.614,1696296.307,46.42813279,2114531.826,2.974866757,1550680.31,49714.37793,677.7876464,0.357294704,44507.20969,61704.61078,541493.3614,2.120466383,74748.4117,1763640.146,1776766.081,3020760.274,1787708.058,1782950.135,4.769107544,35.4893423,2416607.975,1664222.923,27.60048801,25.87279679,43.30256443,47873.29522,96.68732624,1.009745896,19.36640849,1897010.551,2441655.638,17.35727306,626.2115842,13926462.29,1596140.258,0.133985512,8.955669379,1562358.858,1528630.96,902714.6049,3583.947537,4263.63464,1609.367034,134566.465,585.5904822,4459.761442,28.35055788,1.143343048,906229.2347,4531141.021,1782880.318,0,1465511.466,3634.020347,1894493.7,2803.74494,299566.7827,2414705.462,1600120.816,16.80320737,34388952,121.504571,20665.27847,8.072788995,1407471.999,2051372.72,178117.2435,2060750.382,2083383.693,48614.41583,43.67280459,1766764.089,3.658387057,1309.308612,226136.6987,401.1015289,404787.4798,376752.0819,1739564.773,4560.427847,1538270.211,0.972462973,1835491.324,1409689.21,592426.846,12.54415095,6536068.8,28196.45544,207.6635002,1580541.662,1541450.395,1757774.151,453113.3068,13296.78942,2091421.609
Oenothera.biennis,534386.0424,118026.5854,495.5328784,534390.6562,5458.346441,9083368.71,2312176.345,2659497.192,240565.0555,302978.5129,348170.9251,534138.0385,377856.0558,248.1650471,373397.3545,90395.16613,377818.6754,4457758.398,326367.5752,211119.4585,8563.553675,341270.7264,9547.854187,322158.6823,153776.8683,267195.7126,534387.7512,308521.4558,218162.9748,366132.5683,106537.8646,534373.0271,199803.2426,218163.564,218163.4585,108592.5175,204249.2675,201978.9335,1002661.618,377868.904,206331.8575,52468.20967,217336.4993,534390.6562,119255.9895,135206.4885,713864.7358,377869.5079,230510.384,346732.5483,249300.7631,1525872.845,291461.1505,301795.6094,377867.6347,308501.5997,1177065.359,211471.344,218163.5788,534364.4261,534346.9963,159620.19,308393.9128,534389.2891,242.4383844,257286.1945,1642165.325,377858.7337,133584.5783,7458848.48,285285.469,534390.1649,308525.2151,331101.525,251583.2946,292667.584,133662.4783,218199.3509,189012.7192,101671.7713,533804.7084,154360.4077,377850.9606,308531.0457,305047.8455,2397891.572,363908.6179,1465511.466,0,4920.07187,193914.2227,113999.7047,55302.33229,346622.609,240959.3671,222.7414159,20408508.31,168987.6755,142434.025,534382.2261,75584.02916,232185.6279,159330.1701,274504.4794,241409.8686,95472.17128,534346.6261,225611.844,534386.6405,125957.3333,81105.63516,168981.9339,14388.76102,108913.3478,264515.3981,178243.6382,244973.776,534391.2713,310054.6349,595720.5597,1766117.643,534377.7547,4076880.909,30326.5797,308449.7726,213224.9492,184193.42,267305.1332,43441.76703,134501.9816,293089.5197
Onoclea.sensibilis,NA,256.4079626,440.1576049,NA,624.0027612,485.2994127,377.0939499,510.931424,18007.36064,12961.17526,18978.4608,NA,5.997890629,506.6594221,99588.0093,744.0126335,515.1179858,259409.5822,3661.156725,20635.48567,481.8818112,26615.89352,243.2656374,16776.05118,596.0023499,NA,NA,5.058050217,473.3378075,71593.916,387.0433697,NA,1319.386876,506.6594221,487.8626139,766.7205063,525.01998,315.9720995,498.1154184,4.374529918,1003.943545,64179.8925,485.2994127,NA,873.9478377,1687.664237,5938.019093,2.580289131,81864.26821,4001.329667,485.15355,464.7938037,1151.632489,384.9471449,1.193312526,360.6789741,488.7170142,6975.722198,473.3378075,NA,NA,461.8450554,510.6751039,NA,492.9890161,832.2438146,2594.213448,0.27340812,849.6720926,1006.370843,1084.566866,NA,4.716290067,1077.200858,12202.42471,467.4377619,516.9274437,291.8287532,1630.775285,114303.1098,NA,973.3492743,3.605569581,3.656833603,489.5714146,487.8626139,824.746037,3634.020347,4920.07187,0,870.4430558,345.1045788,487.0082135,305.3168707,56736.851,350.4146405,1722.998658,282.3735462,646.6235202,NA,4981.792474,1143.119656,NA,14927.62769,1088.138363,1174.99627,NA,1318.338657,NA,1361.51502,337.6281664,473.7834053,331.0784266,341.1979431,66181.66897,1641.212171,4078.295955,NA,184.4814806,489.5714146,1764.453322,NA,454.9400967,41438.15872,256.9781457,804.0371482,847.805184,19852.54983,508.3682228,146.0006035,13957.94437
Oxalis.stricta,4.066945783,2607.89011,2243.905101,0.54681624,201868.8233,16110726.98,4932882.146,4984255.112,57474.99678,150808.8854,196426.0325,252.0708945,20.95559319,115.6266599,173111.5863,105171.959,102.1955196,5787544.701,204487.0345,126299.6787,392698.6127,187310.1456,205811.5141,196007.8105,1486.848314,1.315776577,2.358145034,15.2809507,58.22291842,204995.9355,193342.1739,17.08231149,263878.6105,81.76452374,68.47453324,63334.49372,71508.68427,39.5879432,2114531.693,2.785345221,76172.44312,64416.55111,1171.582697,0.54681624,39615.12593,53417.95757,1110800.721,1.930944846,104065.8166,173608.2602,187684.6984,3020760.141,245044.4295,148315.65,4.579586007,91.28626249,2416607.842,54053.14184,58.20197895,25.68327526,43.1130429,47909.36744,153.0535431,0.82022436,101.9562539,305190.3281,2441652.086,17.16775152,547.3705163,12060670.02,140203.0007,0.055536024,8.766147843,172321.0284,120900.1894,511437.6897,318.5701152,1506.05809,1927.525872,119130.9709,585.4009606,314.4217007,28.16103634,1.332864584,906229.1032,4531140.887,184908.1746,1894493.7,193914.2227,870.4430558,0,555.4135056,473656.5428,227238.8677,48769.45442,104.519455,31392674.26,1755.954153,35809.24412,7.883267459,189098.2805,121235.7518,178117.054,149222.7611,141995.4993,34264.32178,43.48328306,155503.0605,3.468865521,1929.177807,226136.5716,1245.22486,404787.3483,486384.7393,149791.2468,12.36517165,119833.1448,1.161984509,458599.1812,1409689.077,2538096.211,12.35462942,6536068.95,38072.1377,1770.893926,143882.1914,113247.5879,158188.4093,453113.1804,11955.74355,197357.2718
Panicum.capillare,10.05344441,1749.717572,1139.186342,14.66720643,201863.0588,16110716.99,2466437.079,4984245.13,14436.07495,7616.367151,11340.78457,237.9505043,5.955066498,278.406362,61824.47337,83138.33508,207.2304934,205160.1324,61772.44791,18252.18731,392688.6638,19918.30586,145525.5736,13443.17998,642.4538332,10.48054141,11.76224516,2.931548342,173.4995889,50323.37937,193332.2219,2.961921293,210661.9402,197.0761562,183.7979652,7645.597261,548.9348495,126.3389151,2114521.716,8.347172032,763.8544472,52478.59929,745.1058279,14.66720643,29522.86032,43615.05762,4426.802592,8.684455803,54824.27038,2805.726337,41548.66997,3020750.16,103349.3648,251.5276537,6.93489949,164.0213695,2416597.864,4419.401292,173.5528196,11.56288507,28.99265271,47874.33535,160.9744228,13.30016583,264.735956,228687.8401,2260525.677,2.228646275,461.1253513,9847490.058,946.259123,14.17592622,3.737619626,957.6116933,8892.582573,604.3017108,345.3213201,595.7571236,1107.616654,97191.83148,571.2805704,735.3736538,10.08782711,11.42850458,906219.1347,4531130.906,623.8029321,2803.74494,113999.7047,345.1045788,555.4135056,0,273459.9855,7887.283154,35249.99018,189.0307545,23185022.24,481.9525863,25302.48898,6.237122734,140923.355,25302.81807,178102.9336,9650.823887,34165.11323,30651.36228,29.36289287,25908.30341,10.65152467,1034.077455,184631.6345,273.431506,330499.3595,280809.6645,39958.07575,943.5843991,2818.677296,15.2823747,341757.3289,1409679.103,220605.0835,1.765760777,6536060.604,32840.93326,856.1129545,9161.244986,22013.38123,12448.26068,453103.2315,10499.95581,9177.224558
Panicum.dichotomiflorum,669847.433,270654.2331,39.44887831,669852.0467,55423.56463,9028066.827,2624716.891,2604195.3,299558.1258,273452.5938,273426.308,669599.429,669830.5443,115.3290185,273424.734,177463.0901,473604.1423,241.9445054,161571.4722,191169.1361,46741.09459,299562.7315,62641.35417,299460.0484,272773.7,386739.7035,669849.1418,669836.219,273464.7668,273458.8709,161839.5821,669834.4176,54644.74755,273465.3647,273465.2324,198855.4879,273463.1074,273463.9892,947359.7154,669848.7146,273464.7044,328.7796615,272638.3129,669852.0467,237303.9375,229850.3205,299567.1091,669849.569,273459.2909,273439.2666,153067.0156,1470570.952,81099.1606,273463.2487,669846.9203,473621.2195,1121763.462,299565.1804,273465.3667,669825.8166,669808.3869,239614.7203,299460.9482,669850.6797,114.9160563,108996.1267,2168185.94,669834.3322,211808.0097,9574030.091,223284.3648,669851.5554,669842.7338,299566.4841,299566.5949,299566.2143,473602.5354,669604.4201,273463.5848,326.2740149,669266.0989,669842.5202,669823.3389,669852.8328,249745.8875,2342589.681,273465.8748,299566.7827,55302.33229,487.0082135,473656.5428,273459.9855,0,266267.9265,273454.3282,71.80039345,31119208.53,386733.2486,202620.4346,669843.6166,16163.67049,233492.1364,219910.3752,473603.557,217699.799,225013.7254,669808.0166,171709.7614,669848.031,273382.9583,142905.7391,273456.4177,39761.73747,57530.53348,273461.4023,669850.5942,273349.3458,669852.6619,328544.2804,540418.6497,58359.18625,669839.1453,4348232.762,20.7368181,473557.3153,196815.5616,175676.246,273466.3511,11860.73447,260615.6513,385846.293
