Trait,Species,Value
Leaf fresh mass,Galium palustre,0.006
Leaf dry mass,Trifolium repens,0.006
Leaf dry mass,Galium mollugo,0.006
Leaf dry mass,Trifolium repens,0.006
Leaf dry mass,Galium mollugo,0.006
Leaf dry mass,Galium mollugo,0.006
Leaf dry mass,Rudbeckia hirta,0.0061
Leaf dry mass,Erigeron annuus,0.0061
Leaf dry mass,Phleum pratense,0.00617
Leaf dry mass,Phleum pratense,0.00617
Leaf dry mass,Galium mollugo,0.0062
Leaf dry mass,Galium mollugo,0.0062
Leaf dry mass,Lotus corniculatus,0.0062
Leaf dry mass,Lotus corniculatus,0.0062
Leaf dry mass,Euthamia graminifolia,0.0063
Leaf dry mass,Lotus corniculatus,0.0063
Leaf dry mass,Lotus corniculatus,0.0064
Leaf dry mass,Lotus corniculatus,0.0064
Leaf dry mass,Lotus corniculatus,0.0064
Leaf dry mass,Galium mollugo,0.0064
Leaf respiration per dry mass,Acer saccharum,0.0065
Leaf dry mass,Lotus corniculatus,0.0065
Leaf dry mass,Galium mollugo,0.0065
Leaf dry mass,Lotus corniculatus,0.0065
Photosynthesis net assimilytion rate (NAR),Polygonum lapathifolium,0.00655
Leaf dry mass,Lotus corniculatus,0.0066
Leaf dry mass,Clinopodium vulgare,0.0066
Leaf dry mass,Lotus corniculatus,0.0066
Leaf dry mass,Lotus corniculatus,0.0066
Leaf dry mass,Rudbeckia hirta,0.0067
Leaf dry mass,Polygonum sagittatum,0.0067
Leaf respiration per dry mass,Acer saccharum,0.0067
Leaf dry mass,Galium mollugo,0.0067
Leaf dry mass,Lotus corniculatus,0.0067
Leaf dry mass,Lotus corniculatus,0.0068
Leaf dry mass,Galium mollugo,0.0068
Leaf dry mass,Lotus corniculatus,0.0068
Leaf dry mass,Galium mollugo,0.0068
Leaf dry mass,Galium mollugo,0.0069
Leaf dry mass,Galium mollugo,0.0069
Seed mass,Mimulus ringens,0.007
Seed mass,Mimulus ringens,0.007
Reproductive dry mass per plant,Oxalis stricta,0.007
Leaf respiration per dry mass,Quercus rubra,0.007
Leaf respiration per dry mass,Acer saccharum,0.007
Leaf dry mass,Trifolium repens,0.007
Leaf dry mass,Lotus corniculatus,0.007
Leaf dry mass,Galium mollugo,0.007
Leaf fresh mass,Hypericum perforatum,0.007
Leaf dry mass,Galium mollugo,0.007
Leaf dry mass,Lotus corniculatus,0.0071
Leaf dry mass,Rudbeckia hirta,0.0072
Leaf dry mass,Galium mollugo,0.0072
Leaf dry mass,Lotus corniculatus,0.0072
Leaf dry mass,Lotus corniculatus,0.0072
Leaf dry mass,Lotus corniculatus,0.0072
Leaf dry mass,Rudbeckia hirta,0.0073
Leaf dry mass,Lotus corniculatus,0.0073
Leaf dry mass,Galium mollugo,0.0073
Leaf dry mass,Polygonum sagittatum,0.0074
Leaf dry mass,Galium mollugo,0.0074
Leaf respiration per dry mass,Prunus virginiana,0.0075
Leaf respiration per dry mass,Tilia americana,0.0075
Leaf respiration per dry mass,Ostrya virginiana,0.0075
Leaf dry mass,Lotus corniculatus,0.0075
Leaf dry mass,Galium mollugo,0.0075
Leaf dry mass,Euthamia graminifolia,0.0076
Leaf dry mass,Trifolium pratense,0.0077
Leaf dry mass,Trifolium pratense,0.0077
Leaf dry mass,Trifolium repens,0.0077
Plant relative growth rate (RGR),Euterpe sp,7.71E-03
Leaf dry mass,Polygonum sagittatum,0.0078
Leaf dry mass,Lotus corniculatus,0.0078
Leaf dry mass,Galium mollugo,0.0078
Leaf dry mass,Galium mollugo,0.0078
Leaf dry mass,Lotus corniculatus,0.0078
Leaf dry mass,Lotus corniculatus,0.0078
Leaf dry mass,Galium mollugo,0.0078
Leaf dry mass,Galium mollugo,0.0079
Leaf dry mass,Galium mollugo,0.0079
Leaf dry mass,Lotus corniculatus,0.0079
Leaf respiration per dry mass,Betula papyrifera,0.008
Leaf dry mass,Galium mollugo,0.008
Leaf dry mass,Galium mollugo,0.008
Leaf dry mass,Galium mollugo,0.008
Leaf dry mass,Galium mollugo,0.008
Leaf dry mass,Galium mollugo,0.008
Leaf dry mass,Galium mollugo,0.008
Leaf dry mass,Trifolium pratense,0.0081
Leaf dry mass,Clinopodium vulgare,0.0081
Leaf dry mass,Galium mollugo,0.0082
Leaf dry mass,Galium mollugo,0.0082
Plant relative growth rate (RGR),Euterpe sp,8.26E-03
Leaf dry mass,Galium mollugo,0.0083
Leaf respiration per dry mass,Acer rubrum,0.0085
Leaf respiration per dry mass,Tilia americana,0.0085
Leaf dry mass,Galium mollugo,0.0085
Leaf dry mass,Euthamia graminifolia,0.0085
Leaf dry mass,Galium mollugo,0.0085
Leaf dry mass,Lotus corniculatus,0.0086
Leaf dry mass,Lotus corniculatus,0.0086
Leaf dry mass,Lotus corniculatus,0.0086
Leaf dry mass,Lotus corniculatus,0.0087
Leaf dry mass,Lotus corniculatus,0.0088
Leaf dry mass,Galium mollugo,0.0088
Leaf dry mass,Trifolium repens,0.0088
Leaf dry mass,Polygonum persicaria,0.009
Leaf dry mass,Hypericum perforatum,0.009
Leaf dry mass,Hypericum perforatum,0.009
Leaf dry mass,Trifolium repens,0.009
Leaf dry mass,Galium mollugo,0.009
Leaf dry mass,Prunella vulgaris,0.009
Leaf dry mass,Lotus corniculatus,0.009
Leaf respiration per dry mass,Pinus strobus,0.00907
Leaf dry mass,Lotus corniculatus,0.0091
Leaf dry mass,Trifolium repens,0.0091
Leaf dry mass,Galium mollugo,0.0091
Leaf dry mass,Trifolium pratense,0.0093
Leaf dry mass,Galium mollugo,0.0093
Leaf dry mass,Galium mollugo,0.0093
Leaf dry mass,Trifolium pratense,0.0094
Leaf dry mass,Clinopodium vulgare,0.0094
Leaf dry mass,Galium mollugo,0.0094
Leaf dry mass,Lotus corniculatus,0.0094
Leaf dry mass,Trifolium pratense,0.0095
Leaf dry mass,Lotus corniculatus,0.0095
Leaf dry mass,Lotus corniculatus,0.0095
Leaf dry mass,Trifolium pratense,0.0096
Leaf dry mass,Galium mollugo,0.0096
Leaf dry mass,Euthamia graminifolia,0.0096
Leaf dry mass,Polygonum sagittatum,0.0098
Leaf respiration per dry mass,Acer rubrum,0.0099
Leaf dry mass,Galium mollugo,0.0099
Seed mass,Penthorum sedoides,0.01
Seed mass,Mimulus ringens,0.01
Seed mass,Mimulus ringens,0.01
Leaf dry mass,Polygonum sagittatum,0.01
Plant relative growth rate (RGR),Euterpe sp,1.00E-02
Leaf dry mass,Impatiens capensis,0.01
Leaf dry mass per plant,Daucus carota,0.01
Leaf dry mass per plant,Galium palustre,0.01
Leaf dry mass,Hypericum perforatum,0.01
Leaf dry mass,Oxalis stricta,0.01
Reproductive dry mass per plant,Oxalis stricta,0.01
Leaf dry mass,Ludwigia palustris,0.01
Leaf dry mass,Ludwigia palustris,0.01
Leaf dry mass,Ludwigia palustris,0.01
Leaf dry mass,Ludwigia palustris,0.01
Leaf dry mass,Ludwigia palustris,0.01
Leaf dry mass,Ludwigia palustris,0.01
Plant height vegetative,Asarum canadense,0.01
Leaf dry mass,Lotus corniculatus,0.01
Leaf dry mass,Daucus carota,0.01
Leaf dry mass,Galium mollugo,0.01
Leaf dry mass,Euthamia graminifolia,0.01
Leaf dry mass,Lotus corniculatus,0.01
Leaf dry mass,Lotus corniculatus,0.01
Leaf dry mass,Bromus inermis,0.01
Leaf dry mass,Trifolium pratense,0.0101
Plant relative growth rate (RGR),Euterpe sp,0.010314397
Leaf dry mass,Impatiens pallida,0.0105
Leaf dry mass,Euthamia graminifolia,0.0105
Leaf dry mass,Euthamia graminifolia,0.0105
Leaf dry mass,Prunella vulgaris,0.0105
Leaf respiration per dry mass,Acer saccharum,0.0107
Leaf dry mass,Trifolium pratense,0.0109
Leaf dry mass,Lotus corniculatus,0.0109
Leaf phosphorus (P) content per dry mass,Plantago lanceolata,0.011
Leaf respiration per dry mass,Acer rubrum,0.011
Leaf dry mass,Trifolium repens,0.011
Leaf dry mass,Lotus corniculatus,0.011
Leaf dry mass,Clinopodium vulgare,0.011
Leaf dry mass,Galium mollugo,0.011
Leaf dry mass,Galium mollugo,0.011
Leaf dry mass,Galium mollugo,0.011
Leaf dry mass,Euthamia graminifolia,0.011
Leaf dry mass,Lotus corniculatus,0.011
Leaf dry mass,Euthamia graminifolia,0.011
Leaf dry mass,Euthamia graminifolia,0.011
Leaf dry mass,Euthamia graminifolia,0.011
Leaf dry mass,Trifolium repens,0.011
Leaf dry mass,Lotus corniculatus,0.011
Leaf dry mass,Lotus corniculatus,0.011
Leaf dry mass,Centaurea jacea,0.011
Leaf dry mass,Lotus corniculatus,0.011
Leaf dry mass,Prunella vulgaris,0.011
Leaf dry mass,Dactylis glomerata,0.0115
Leaf dry mass,Dactylis glomerata,0.0115
Leaf respiration per dry mass,Quercus alba,0.0115
Leaf dry mass,Lotus corniculatus,0.0115
Leaf dry mass,Bromus inermis,0.0115
Leaf dry mass,Polygonum sagittatum,0.0118
Leaf dry mass,Phleum pratense,0.0119
Leaf dry mass,Phleum pratense,0.0119
Leaf fresh mass,Lotus corniculatus,0.012
Leaf dry mass,Trifolium repens,0.012
Leaf dry mass,Galium mollugo,0.012
Leaf fresh mass,Galium mollugo,0.012
Leaf dry mass,Galium mollugo,0.012
Leaf dry mass,Trifolium repens,0.012
Leaf dry mass,Euthamia graminifolia,0.012
Leaf dry mass,Lotus corniculatus,0.012
Leaf dry mass,Bromus inermis,0.012
Leaf dry mass,Polygonum sagittatum,0.0121
Leaf fresh mass,Linaria vulgaris,0.0123
Leaf dry mass,Impatiens pallida,0.0124
Leaf respiration per dry mass,Acer rubrum,0.0124
Leaf dry mass,Trifolium repens,0.0124
Leaf fresh mass,Galium mollugo,0.0124
Leaf dry mass,Bromus inermis,0.0124
Leaf dry mass,Phleum pratense,0.0125
Leaf dry mass,Trifolium pratense,0.0126
Leaf respiration per dry mass,Acer rubrum,0.0128
Leaf dry mass,Lythrum salicaria,0.013
Leaf dry mass,Trifolium repens,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Clinopodium vulgare,0.013
Leaf dry mass,Clinopodium vulgare,0.013
Leaf dry mass,Clinopodium vulgare,0.013
Leaf dry mass,Daucus carota,0.013
Leaf dry mass,Galium mollugo,0.013
Leaf fresh mass,Galium mollugo,0.013
Leaf dry mass,Euthamia graminifolia,0.013
Leaf fresh mass,Linaria vulgaris,0.013
Leaf dry mass,Phleum pratense,0.013
Leaf dry mass,Euthamia graminifolia,0.013
Leaf dry mass,Euthamia graminifolia,0.013
Leaf dry mass,Phleum pratense,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Lotus corniculatus,0.013
Leaf dry mass,Prunella vulgaris,0.013
Leaf dry mass,Trifolium repens,0.013
Leaf dry mass,Galium mollugo,0.013
Leaf dry mass,Bromus inermis,0.013
Leaf dry mass,Solidago canadensis,0.0131
Leaf respiration per dry mass,Betula papyrifera,0.0135
Leaf respiration per dry mass,Quercus rubra,0.0137
Seed mass,Lobelia inflata,0.014
Leaf dry mass,Lythrum salicaria,0.014
Leaf dry mass,Solidago canadensis,0.014
Leaf respiration per dry mass,Populus deltoides,0.014
Seed mass,Lobelia inflata,0.014
Seed mass,Lobelia inflata,0.014
Leaf dry mass,Solidago canadensis,0.014
Leaf dry mass,Lotus corniculatus,0.014
Leaf dry mass,Clinopodium vulgare,0.014
Leaf dry mass,Clinopodium vulgare,0.014
Leaf dry mass,Clinopodium vulgare,0.014
Leaf dry mass,Phleum pratense,0.014
Leaf dry mass,Trifolium repens,0.014
Leaf dry mass,Trifolium repens,0.014
Leaf dry mass,Lotus corniculatus,0.014
Leaf fresh mass,Galium mollugo,0.014
Leaf fresh mass,Linaria vulgaris,0.014
Leaf dry mass,Centaurea jacea,0.014
Leaf dry mass,Centaurea jacea,0.014
Leaf dry mass,Solidago canadensis,0.0141
Leaf dry mass,Lythrum salicaria,0.0141
Leaf dry mass,Lythrum salicaria,0.0143
Leaf dry mass,Euthamia graminifolia,0.0145
Leaf fresh mass,Galium mollugo,0.0145
Leaf dry mass,Impatiens pallida,0.0146
Leaf dry mass,Marrubium vulgare,0.01498
Leaf phosphorus (P) content per dry mass,Plantago lanceolata,0.015
Leaf dry mass,Lotus corniculatus,0.015
Leaf dry mass,Lotus corniculatus,0.015
Leaf dry mass,Daucus carota,0.015
Leaf dry mass,Daucus carota,0.015
Leaf dry mass,Euthamia graminifolia,0.015
Leaf dry mass,Galium mollugo,0.015
Leaf fresh mass,Erigeron annuus,0.015
Leaf dry mass,Erigeron annuus,0.015
Leaf dry mass,Euthamia graminifolia,0.015
Leaf dry mass,Lotus corniculatus,0.015
Leaf dry mass,Galium mollugo,0.015
Leaf dry mass,Centaurea jacea,0.015
Leaf dry mass,Centaurea jacea,0.015
Leaf dry mass,Bromus inermis,0.015
Leaf dry mass,Solidago canadensis,0.015
Leaf dry mass,Impatiens pallida,0.0154
Leaf fresh mass,Euthamia graminifolia,0.0155
Leaf dry mass,Trifolium pratense,0.0155
Leaf dry mass,Galium mollugo,0.0155
Leaf fresh mass,Galium mollugo,0.0157
Leaf dry mass,Solidago canadensis,0.016
Leaf dry mass,Solidago canadensis,0.016
Leaf dry mass,Fraxinus americana,0.016
Leaf dry mass,Lythrum salicaria,0.016
Leaf phosphorus (P) content per dry mass,Plantago lanceolata,0.016
Seed mass,Juncus articulatus,0.016
Seed mass,Juncus articulatus,0.016
Leaf fresh mass,Galium mollugo,0.016
Leaf dry mass,Solidago canadensis,0.016
Leaf dry mass,Phleum pratense,0.016
Leaf fresh mass,Galium mollugo,0.016
Leaf dry mass,Trifolium repens,0.016
Leaf dry mass,Trifolium repens,0.016
Leaf dry mass,Euthamia graminifolia,0.016
Leaf fresh mass,Galium mollugo,0.016
Leaf dry mass,Phleum pratense,0.016
Leaf dry mass,Phleum pratense,0.016
Leaf dry mass,Centaurea jacea,0.016
Leaf fresh mass,Galium mollugo,0.016
Leaf dry mass,Centaurea jacea,0.016
Leaf fresh mass,Linaria vulgaris,0.016
Leaf dry mass,Bromus inermis,0.016
Leaf dry mass,Solidago canadensis,0.0163
Leaf dry mass,Lythrum salicaria,0.0163
Leaf dry mass,Lythrum salicaria,0.0164
Leaf dry mass,Solidago canadensis,0.0164
Leaf nitrogen (N) content,Thuja occidentalis,1.69E-02
Leaf dry mass,Lotus corniculatus,0.017
Leaf dry mass,Daucus carota,0.017
Leaf dry mass,Galium mollugo,0.017
Leaf dry mass,Euthamia graminifolia,0.017
Leaf dry mass,Solidago canadensis,0.017
Leaf dry mass,Phleum pratense,0.017
Leaf fresh mass,Galium mollugo,0.017
Leaf dry mass,Lotus corniculatus,0.017
Leaf dry mass,Euthamia graminifolia,0.017
Leaf dry mass,Phleum pratense,0.017
Leaf dry mass,Centaurea jacea,0.017
Leaf dry mass,Centaurea jacea,0.017
Leaf dry mass,Galium mollugo,0.017
Leaf fresh mass,Galium mollugo,0.017
Leaf fresh mass,Lotus corniculatus,0.0172
Leaf respiration per dry mass,Acer rubrum,0.0179
Leaf dry mass,Oxalis stricta,0.018
Leaf dry mass,Oxalis stricta,0.018
Leaf dry mass,Solidago canadensis,0.018
Leaf dry mass,Trifolium repens,0.018
Leaf fresh mass,Trifolium repens,0.018
Leaf dry mass,Euthamia graminifolia,0.018
Leaf dry mass,Phleum pratense,0.018
Leaf dry mass,Euthamia graminifolia,0.018
Leaf fresh mass,Galium mollugo,0.018
Leaf dry mass,Trifolium repens,0.018
Leaf fresh mass,Galium mollugo,0.018
Leaf dry mass,Euthamia graminifolia,0.018
Leaf dry mass,Euthamia graminifolia,0.018
Leaf dry mass,Euthamia graminifolia,0.018
Leaf dry mass,Phleum pratense,0.018
Leaf dry mass,Phleum pratense,0.018
Leaf dry mass,Galium mollugo,0.018
Leaf dry mass,Centaurea jacea,0.018
Leaf dry mass,Centaurea jacea,0.018
Leaf dry mass,Centaurea jacea,0.018
Leaf fresh mass,Galium mollugo,0.018
Leaf dry mass,Bromus inermis,0.018
Leaf fresh mass,Galium mollugo,0.018
Leaf dry mass,Solidago canadensis,0.0182
Leaf dry mass,Bromus inermis,0.0185
Leaf dry mass,Impatiens pallida,0.0186
Leaf dry mass,Rudbeckia hirta,0.0187
Leaf respiration per dry mass,Quercus rubra,0.0187
Leaf dry mass,Impatiens pallida,0.0189
Leaf dry mass,Potentilla simplex,0.019
Seed mass,Juncus articulatus,0.019
Seed mass,Juncus articulatus,0.019
Leaf dry mass,Solidago canadensis,0.019
Leaf dry mass,Trifolium repens,0.019
Leaf dry mass,Euthamia graminifolia,0.019
Leaf fresh mass,Euthamia graminifolia,0.019
Leaf dry mass,Phleum pratense,0.019
Leaf dry mass,Trifolium repens,0.019
Leaf dry mass,Euthamia graminifolia,0.019
Leaf dry mass,Euthamia graminifolia,0.019
Leaf dry mass,Euthamia graminifolia,0.019
Leaf dry mass,Phleum pratense,0.019
Leaf dry mass,Phleum pratense,0.019
Leaf dry mass,Onoclea sensibilis,0.019
Leaf dry mass,Centaurea jacea,0.019
Leaf dry mass,Bromus inermis,0.019
Seed mass,Juncus articulatus,0.0195
Leaf respiration per dry mass,Quercus alba,0.0197
Seed mass,Lythrum salicaria,0.02
Seed mass,Juncus articulatus,0.02
Seed mass,Juncus filiformis,0.02
Seed mass,Juncus filiformis,0.02
Seed mass,Juncus articulatus,0.02
Seed mass,Juncus articulatus,0.02
Seed mass,Juncus articulatus,0.02
Plant relative growth rate (RGR),Tanacetum vulgare,0.02
Plant relative growth rate (RGR),Tanacetum vulgare,0.02
Leaf dry mass per plant,Galium palustre,0.02
Leaf dry mass per plant,Galium palustre,0.02
Stem dry mass per plant,Galium palustre,0.02
Leaf dry mass per plant,Galium palustre,0.02
Stem dry mass per plant,Galium palustre,0.02
Leaf dry mass,Hypericum perforatum,0.02
Leaf dry mass,Hypericum perforatum,0.02
Leaf dry mass,Oxalis stricta,0.02
Reproductive dry mass per plant,Phalaris arundinacea,0.02
Reproductive dry mass per plant,Phalaris arundinacea,0.02
Reproductive dry mass per plant,Phalaris arundinacea,0.02
Reproductive dry mass per plant,Phleum pratense,0.02
Reproductive dry mass per plant,Phleum pratense,0.02
Leaf dry mass,Polygonum sagittatum,0.02
Leaf dry mass,Ludwigia palustris,0.02
Leaf dry mass,Ludwigia palustris,0.02
Leaf dry mass,Ludwigia palustris,0.02
Leaf dry mass,Ludwigia palustris,0.02
Leaf dry mass,Ludwigia palustris,0.02
Leaf dry mass,Ludwigia palustris,0.02
Plant height generative,Ludwigia palustris,0.02
Plant height generative,Ludwigia palustris,0.02
Plant height generative,Ludwigia palustris,0.02
Leaf nitrogen (N) content per dry mass,Quercus rubra,0.02
Seed mass,Juncus articulatus,0.02
Seed mass,Juncus filiformis,0.02
Seed mass,Juncus articulatus,0.02
Seed mass,Juncus filiformis,0.02
Seed mass,Penthorum sedoides,0.02
Seed mass,Penthorum sedoides,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf dry mass,Bromus inermis,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf dry mass,Solidago canadensis,0.02
Leaf dry mass,Solidago canadensis,0.02
Leaf dry mass,Phleum pratense,0.02
Leaf dry mass,Phleum pratense,0.02
Leaf fresh mass,Galium mollugo,0.02
Leaf dry mass,Trifolium repens,0.02
Leaf dry mass,Trifolium repens,0.02
Leaf dry mass,Trifolium repens,0.02
Leaf dry mass,Euthamia graminifolia,0.02
Leaf dry mass,Centaurea jacea,0.02
Leaf dry mass,Phleum pratense,0.02
Leaf fresh mass,Linaria vulgaris,0.02
Leaf dry mass,Centaurea jacea,0.02
Leaf dry mass,Centaurea jacea,0.02
Leaf dry mass,Centaurea jacea,0.02
Leaf fresh mass,Lotus corniculatus,0.02
Leaf dry mass,Bromus inermis,0.02
Leaf dry mass,Rudbeckia hirta,0.0204
Leaf dry mass,Polygonum sagittatum,0.0204
Leaf dry mass,Euthamia graminifolia,0.0206
Leaf dry mass,Bromus ciliatus,0.021
Leaf fresh mass,Galium mollugo,0.021
Leaf dry mass,Solidago canadensis,0.021
